Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"RL","Land Use","760","Syrian Arab Republic","5110","Area","6611","Agriculture area actually irrigated","2012","2012","1000 ha","1428","A","Official figure"
"RL","Land Use","760","Syrian Arab Republic","5110","Area","6611","Agriculture area actually irrigated","2013","2013","1000 ha","1310","A","Official figure"
"RL","Land Use","760","Syrian Arab Republic","5110","Area","6611","Agriculture area actually irrigated","2016","2016","1000 ha","1003.969","I","Imputed value"
"RL","Land Use","760","Syrian Arab Republic","5110","Area","6611","Agriculture area actually irrigated","2017","2017","1000 ha","948.7","I","Imputed value"
"RL","Land Use","760","Syrian Arab Republic","5110","Area","6611","Agriculture area actually irrigated","2018","2018","1000 ha","973.648","I","Imputed value"
"RL","Land Use","760","Syrian Arab Republic","5110","Area","6611","Agriculture area actually irrigated","2019","2019","1000 ha","1013.141","I","Imputed value"
"RL","Land Use","760","Syrian Arab Republic","5110","Area","6611","Agriculture area actually irrigated","2020","2020","1000 ha","1012.8","I","Imputed value"
"RL","Land Use","762","Tajikistan","5110","Area","6611","Agriculture area actually irrigated","2014","2014","1000 ha","817","A","Official figure"
"RL","Land Use","762","Tajikistan","5110","Area","6611","Agriculture area actually irrigated","2015","2015","1000 ha","817","A","Official figure"
"RL","Land Use","762","Tajikistan","5110","Area","6611","Agriculture area actually irrigated","2016","2016","1000 ha","562","A","Official figure"
"RL","Land Use","762","Tajikistan","5110","Area","6611","Agriculture area actually irrigated","2017","2017","1000 ha","561.1","A","Official figure"
"RL","Land Use","762","Tajikistan","5110","Area","6611","Agriculture area actually irrigated","2018","2018","1000 ha","564.5","A","Official figure"
"RL","Land Use","762","Tajikistan","5110","Area","6611","Agriculture area actually irrigated","2019","2019","1000 ha","568.5","A","Official figure"
"RL","Land Use","762","Tajikistan","5110","Area","6611","Agriculture area actually irrigated","2020","2020","1000 ha","569","A","Official figure"
"RL","Land Use","762","Tajikistan","5110","Area","6611","Agriculture area actually irrigated","2021","2021","1000 ha","566.7","A","Official figure"
"RL","Land Use","626","Timor-Leste","5110","Area","6611","Agriculture area actually irrigated","2002","2002","1000 ha","28.91","X","Figure from international organizations"
"RL","Land Use","780","Trinidad and Tobago","5110","Area","6611","Agriculture area actually irrigated","2004","2004","1000 ha","5","X","Figure from international organizations"
"RL","Land Use","780","Trinidad and Tobago","5110","Area","6611","Agriculture area actually irrigated","2012","2012","1000 ha","5","X","Figure from international organizations"
"RL","Land Use","788","Tunisia","5110","Area","6611","Agriculture area actually irrigated","2001","2001","1000 ha","346","A","Official figure"
"RL","Land Use","788","Tunisia","5110","Area","6611","Agriculture area actually irrigated","2002","2002","1000 ha","359","A","Official figure"
"RL","Land Use","788","Tunisia","5110","Area","6611","Agriculture area actually irrigated","2003","2003","1000 ha","348","A","Official figure"
"RL","Land Use","788","Tunisia","5110","Area","6611","Agriculture area actually irrigated","2004","2004","1000 ha","356","A","Official figure"
"RL","Land Use","788","Tunisia","5110","Area","6611","Agriculture area actually irrigated","2005","2005","1000 ha","356","A","Official figure"
"RL","Land Use","788","Tunisia","5110","Area","6611","Agriculture area actually irrigated","2006","2006","1000 ha","373","A","Official figure"
"RL","Land Use","788","Tunisia","5110","Area","6611","Agriculture area actually irrigated","2007","2007","1000 ha","381","A","Official figure"
"RL","Land Use","788","Tunisia","5110","Area","6611","Agriculture area actually irrigated","2008","2008","1000 ha","396","A","Official figure"
"RL","Land Use","788","Tunisia","5110","Area","6611","Agriculture area actually irrigated","2009","2009","1000 ha","404","A","Official figure"
"RL","Land Use","788","Tunisia","5110","Area","6611","Agriculture area actually irrigated","2010","2010","1000 ha","391","A","Official figure"
"RL","Land Use","788","Tunisia","5110","Area","6611","Agriculture area actually irrigated","2011","2011","1000 ha","379","A","Official figure"
"RL","Land Use","788","Tunisia","5110","Area","6611","Agriculture area actually irrigated","2012","2012","1000 ha","381","A","Official figure"
"RL","Land Use","788","Tunisia","5110","Area","6611","Agriculture area actually irrigated","2013","2013","1000 ha","392","A","Official figure"
"RL","Land Use","792","Türkiye","5110","Area","6611","Agriculture area actually irrigated","2002","2002","1000 ha","5215","A","Official figure"
"RL","Land Use","792","Türkiye","5110","Area","6611","Agriculture area actually irrigated","2003","2003","1000 ha","5215","A","Official figure"
"RL","Land Use","792","Türkiye","5110","Area","6611","Agriculture area actually irrigated","2004","2004","1000 ha","5215","A","Official figure"
"RL","Land Use","792","Türkiye","5110","Area","6611","Agriculture area actually irrigated","2005","2005","1000 ha","5215","A","Official figure"
"RL","Land Use","792","Türkiye","5110","Area","6611","Agriculture area actually irrigated","2006","2006","1000 ha","5215","A","Official figure"
"RL","Land Use","792","Türkiye","5110","Area","6611","Agriculture area actually irrigated","2007","2007","1000 ha","5215","A","Official figure"
"RL","Land Use","792","Türkiye","5110","Area","6611","Agriculture area actually irrigated","2008","2008","1000 ha","5215","A","Official figure"
"RL","Land Use","792","Türkiye","5110","Area","6611","Agriculture area actually irrigated","2009","2009","1000 ha","5215","A","Official figure"
"RL","Land Use","792","Türkiye","5110","Area","6611","Agriculture area actually irrigated","2010","2010","1000 ha","5215","A","Official figure"
"RL","Land Use","792","Türkiye","5110","Area","6611","Agriculture area actually irrigated","2011","2011","1000 ha","5215","A","Official figure"
"RL","Land Use","792","Türkiye","5110","Area","6611","Agriculture area actually irrigated","2012","2012","1000 ha","5215","A","Official figure"
"RL","Land Use","792","Türkiye","5110","Area","6611","Agriculture area actually irrigated","2013","2013","1000 ha","5215","A","Official figure"
"RL","Land Use","792","Türkiye","5110","Area","6611","Agriculture area actually irrigated","2014","2014","1000 ha","5215","A","Official figure"
"RL","Land Use","792","Türkiye","5110","Area","6611","Agriculture area actually irrigated","2015","2015","1000 ha","5215","A","Official figure"
"RL","Land Use","792","Türkiye","5110","Area","6611","Agriculture area actually irrigated","2016","2016","1000 ha","5215","A","Official figure"
"RL","Land Use","792","Türkiye","5110","Area","6611","Agriculture area actually irrigated","2017","2017","1000 ha","5215","A","Official figure"
"RL","Land Use","792","Türkiye","5110","Area","6611","Agriculture area actually irrigated","2018","2018","1000 ha","5215","A","Official figure"
"RL","Land Use","792","Türkiye","5110","Area","6611","Agriculture area actually irrigated","2019","2019","1000 ha","5215","A","Official figure"
"RL","Land Use","792","Türkiye","5110","Area","6611","Agriculture area actually irrigated","2020","2020","1000 ha","5215","A","Official figure"
"RL","Land Use","792","Türkiye","5110","Area","6611","Agriculture area actually irrigated","2021","2021","1000 ha","5215","A","Official figure"
"RL","Land Use","800","Uganda","5110","Area","6611","Agriculture area actually irrigated","2013","2013","1000 ha","10.58","X","Figure from international organizations"
"RL","Land Use","804","Ukraine","5110","Area","6611","Agriculture area actually irrigated","2001","2001","1000 ha","543.3","X","Figure from international organizations"
"RL","Land Use","804","Ukraine","5110","Area","6611","Agriculture area actually irrigated","2002","2002","1000 ha","730.1","X","Figure from international organizations"
"RL","Land Use","804","Ukraine","5110","Area","6611","Agriculture area actually irrigated","2003","2003","1000 ha","731.4","X","Figure from international organizations"
"RL","Land Use","804","Ukraine","5110","Area","6611","Agriculture area actually irrigated","2009","2009","1000 ha","405","A","Official figure"
"RL","Land Use","804","Ukraine","5110","Area","6611","Agriculture area actually irrigated","2010","2010","1000 ha","370","A","Official figure"
"RL","Land Use","804","Ukraine","5110","Area","6611","Agriculture area actually irrigated","2011","2011","1000 ha","371","A","Official figure"
"RL","Land Use","804","Ukraine","5110","Area","6611","Agriculture area actually irrigated","2012","2012","1000 ha","376","A","Official figure"
"RL","Land Use","804","Ukraine","5110","Area","6611","Agriculture area actually irrigated","2013","2013","1000 ha","402","A","Official figure"
"RL","Land Use","804","Ukraine","5110","Area","6611","Agriculture area actually irrigated","2014","2014","1000 ha","310","A","Official figure"
"RL","Land Use","804","Ukraine","5110","Area","6611","Agriculture area actually irrigated","2015","2015","1000 ha","314","A","Official figure"
"RL","Land Use","804","Ukraine","5110","Area","6611","Agriculture area actually irrigated","2016","2016","1000 ha","329","A","Official figure"
"RL","Land Use","804","Ukraine","5110","Area","6611","Agriculture area actually irrigated","2017","2017","1000 ha","373","A","Official figure"
"RL","Land Use","804","Ukraine","5110","Area","6611","Agriculture area actually irrigated","2018","2018","1000 ha","399","A","Official figure"
"RL","Land Use","804","Ukraine","5110","Area","6611","Agriculture area actually irrigated","2019","2019","1000 ha","408","A","Official figure"
"RL","Land Use","804","Ukraine","5110","Area","6611","Agriculture area actually irrigated","2020","2020","1000 ha","435","A","Official figure"
"RL","Land Use","804","Ukraine","5110","Area","6611","Agriculture area actually irrigated","2021","2021","1000 ha","442","A","Official figure"
"RL","Land Use","784","United Arab Emirates","5110","Area","6611","Agriculture area actually irrigated","2010","2010","1000 ha","76","A","Official figure"
"RL","Land Use","784","United Arab Emirates","5110","Area","6611","Agriculture area actually irrigated","2011","2011","1000 ha","71.1","A","Official figure"
"RL","Land Use","784","United Arab Emirates","5110","Area","6611","Agriculture area actually irrigated","2012","2012","1000 ha","48.1","A","Official figure"
"RL","Land Use","784","United Arab Emirates","5110","Area","6611","Agriculture area actually irrigated","2013","2013","1000 ha","79.4","A","Official figure"
"RL","Land Use","784","United Arab Emirates","5110","Area","6611","Agriculture area actually irrigated","2014","2014","1000 ha","82.5","A","Official figure"
"RL","Land Use","784","United Arab Emirates","5110","Area","6611","Agriculture area actually irrigated","2015","2015","1000 ha","82.8","A","Official figure"
"RL","Land Use","784","United Arab Emirates","5110","Area","6611","Agriculture area actually irrigated","2016","2016","1000 ha","83.8","A","Official figure"
"RL","Land Use","784","United Arab Emirates","5110","Area","6611","Agriculture area actually irrigated","2017","2017","1000 ha","83.8","A","Official figure"
"RL","Land Use","784","United Arab Emirates","5110","Area","6611","Agriculture area actually irrigated","2018","2018","1000 ha","83.66","A","Official figure"
"RL","Land Use","784","United Arab Emirates","5110","Area","6611","Agriculture area actually irrigated","2019","2019","1000 ha","92.36","A","Official figure"
"RL","Land Use","784","United Arab Emirates","5110","Area","6611","Agriculture area actually irrigated","2020","2020","1000 ha","91.82","A","Official figure"
"RL","Land Use","784","United Arab Emirates","5110","Area","6611","Agriculture area actually irrigated","2021","2021","1000 ha","93.96","A","Official figure"
"RL","Land Use","826","United Kingdom of Great Britain and Northern Ireland","5110","Area","6611","Agriculture area actually irrigated","2003","2003","1000 ha","227","A","Official figure"
"RL","Land Use","826","United Kingdom of Great Britain and Northern Ireland","5110","Area","6611","Agriculture area actually irrigated","2005","2005","1000 ha","208.4","A","Official figure"
"RL","Land Use","826","United Kingdom of Great Britain and Northern Ireland","5110","Area","6611","Agriculture area actually irrigated","2007","2007","1000 ha","138.2","A","Official figure"
"RL","Land Use","826","United Kingdom of Great Britain and Northern Ireland","5110","Area","6611","Agriculture area actually irrigated","2010","2010","1000 ha","66.4","A","Official figure"
"RL","Land Use","826","United Kingdom of Great Britain and Northern Ireland","5110","Area","6611","Agriculture area actually irrigated","2013","2013","1000 ha","48.93","A","Official figure"
"RL","Land Use","826","United Kingdom of Great Britain and Northern Ireland","5110","Area","6611","Agriculture area actually irrigated","2018","2018","1000 ha","71.8161","A","Official figure"
"RL","Land Use","840","United States of America","5110","Area","6611","Agriculture area actually irrigated","2002","2002","1000 ha","22384","A","Official figure"
"RL","Land Use","840","United States of America","5110","Area","6611","Agriculture area actually irrigated","2007","2007","1000 ha","22906","A","Official figure"
"RL","Land Use","840","United States of America","5110","Area","6611","Agriculture area actually irrigated","2008","2008","1000 ha","22229","X","Figure from international organizations"
"RL","Land Use","840","United States of America","5110","Area","6611","Agriculture area actually irrigated","2012","2012","1000 ha","22590","A","Official figure"
"RL","Land Use","840","United States of America","5110","Area","6611","Agriculture area actually irrigated","2017","2017","1000 ha","23478.2282","A","Official figure"
"RL","Land Use","858","Uruguay","5110","Area","6611","Agriculture area actually irrigated","2006","2006","1000 ha","169","A","Official figure"
"RL","Land Use","858","Uruguay","5110","Area","6611","Agriculture area actually irrigated","2007","2007","1000 ha","157","A","Official figure"
"RL","Land Use","858","Uruguay","5110","Area","6611","Agriculture area actually irrigated","2008","2008","1000 ha","180","A","Official figure"
"RL","Land Use","858","Uruguay","5110","Area","6611","Agriculture area actually irrigated","2009","2009","1000 ha","173","A","Official figure"
"RL","Land Use","858","Uruguay","5110","Area","6611","Agriculture area actually irrigated","2010","2010","1000 ha","178","A","Official figure"
"RL","Land Use","858","Uruguay","5110","Area","6611","Agriculture area actually irrigated","2011","2011","1000 ha","200","A","Official figure"
"RL","Land Use","858","Uruguay","5110","Area","6611","Agriculture area actually irrigated","2012","2012","1000 ha","200","A","Official figure"
"RL","Land Use","858","Uruguay","5110","Area","6611","Agriculture area actually irrigated","2016","2016","1000 ha","223","I","Imputed value"
"RL","Land Use","858","Uruguay","5110","Area","6611","Agriculture area actually irrigated","2017","2017","1000 ha","223","I","Imputed value"
"RL","Land Use","858","Uruguay","5110","Area","6611","Agriculture area actually irrigated","2018","2018","1000 ha","223","I","Imputed value"
"RL","Land Use","860","Uzbekistan","5110","Area","6611","Agriculture area actually irrigated","2015","2015","1000 ha","3666.9","A","Official figure"
"RL","Land Use","860","Uzbekistan","5110","Area","6611","Agriculture area actually irrigated","2016","2016","1000 ha","3663.7","A","Official figure"
"RL","Land Use","860","Uzbekistan","5110","Area","6611","Agriculture area actually irrigated","2017","2017","1000 ha","3736.2","A","Official figure"
"RL","Land Use","860","Uzbekistan","5110","Area","6611","Agriculture area actually irrigated","2018","2018","1000 ha","3734.2","A","Official figure"
"RL","Land Use","860","Uzbekistan","5110","Area","6611","Agriculture area actually irrigated","2019","2019","1000 ha","3729.2","A","Official figure"
"RL","Land Use","860","Uzbekistan","5110","Area","6611","Agriculture area actually irrigated","2020","2020","1000 ha","3732","A","Official figure"
"RL","Land Use","860","Uzbekistan","5110","Area","6611","Agriculture area actually irrigated","2021","2021","1000 ha","3731.5","A","Official figure"
"RL","Land Use","862","Venezuela (Bolivarian Republic of)","5110","Area","6611","Agriculture area actually irrigated","2007","2007","1000 ha","683","A","Official figure"
"RL","Land Use","876","Wallis and Futuna Islands","5110","Area","6611","Agriculture area actually irrigated","2001","2001","1000 ha","0.066","A","Official figure"
"RL","Land Use","876","Wallis and Futuna Islands","5110","Area","6611","Agriculture area actually irrigated","2002","2002","1000 ha","0.066","I","Imputed value"
"RL","Land Use","876","Wallis and Futuna Islands","5110","Area","6611","Agriculture area actually irrigated","2003","2003","1000 ha","0.065","I","Imputed value"
"RL","Land Use","876","Wallis and Futuna Islands","5110","Area","6611","Agriculture area actually irrigated","2004","2004","1000 ha","0.065","I","Imputed value"
"RL","Land Use","876","Wallis and Futuna Islands","5110","Area","6611","Agriculture area actually irrigated","2005","2005","1000 ha","0.064","I","Imputed value"
"RL","Land Use","876","Wallis and Futuna Islands","5110","Area","6611","Agriculture area actually irrigated","2006","2006","1000 ha","0.064","I","Imputed value"
"RL","Land Use","876","Wallis and Futuna Islands","5110","Area","6611","Agriculture area actually irrigated","2007","2007","1000 ha","0.063","I","Imputed value"
"RL","Land Use","876","Wallis and Futuna Islands","5110","Area","6611","Agriculture area actually irrigated","2008","2008","1000 ha","0.063","I","Imputed value"
"RL","Land Use","876","Wallis and Futuna Islands","5110","Area","6611","Agriculture area actually irrigated","2009","2009","1000 ha","0.062","I","Imputed value"
"RL","Land Use","876","Wallis and Futuna Islands","5110","Area","6611","Agriculture area actually irrigated","2010","2010","1000 ha","0.062","I","Imputed value"
"RL","Land Use","876","Wallis and Futuna Islands","5110","Area","6611","Agriculture area actually irrigated","2011","2011","1000 ha","0.061","I","Imputed value"
"RL","Land Use","876","Wallis and Futuna Islands","5110","Area","6611","Agriculture area actually irrigated","2012","2012","1000 ha","0.06","I","Imputed value"
"RL","Land Use","876","Wallis and Futuna Islands","5110","Area","6611","Agriculture area actually irrigated","2013","2013","1000 ha","0.06","I","Imputed value"
"RL","Land Use","876","Wallis and Futuna Islands","5110","Area","6611","Agriculture area actually irrigated","2014","2014","1000 ha","0.06","A","Official figure"
"RL","Land Use","876","Wallis and Futuna Islands","5110","Area","6611","Agriculture area actually irrigated","2015","2015","1000 ha","0.06","I","Imputed value"
"RL","Land Use","876","Wallis and Futuna Islands","5110","Area","6611","Agriculture area actually irrigated","2016","2016","1000 ha","0.06","I","Imputed value"
"RL","Land Use","876","Wallis and Futuna Islands","5110","Area","6611","Agriculture area actually irrigated","2017","2017","1000 ha","0.06","I","Imputed value"
"RL","Land Use","876","Wallis and Futuna Islands","5110","Area","6611","Agriculture area actually irrigated","2018","2018","1000 ha","0.06","I","Imputed value"
"RL","Land Use","876","Wallis and Futuna Islands","5110","Area","6611","Agriculture area actually irrigated","2019","2019","1000 ha","0.06","I","Imputed value"
"RL","Land Use","876","Wallis and Futuna Islands","5110","Area","6611","Agriculture area actually irrigated","2020","2020","1000 ha","0.06","I","Imputed value"
"RL","Land Use","876","Wallis and Futuna Islands","5110","Area","6611","Agriculture area actually irrigated","2021","2021","1000 ha","0.06","I","Imputed value"
